     1	0
     1	1
     1	1/1,000번
     1	4비트
     1	5/2/1/1
     1	CPU
     6	DRAM
     1	EDO
     1	RAM
     1	RAMBUS
     1	SDRAM,VRAM
     3	SRAM
     1	WRAM
     1	capacitor
     1	transistor
     1	가격
     1	가능곳
     1	가속률
     1	가지
     2	가치
     1	간단
     6	것
     1	것중
     1	게다
     1	게이트
     1	결정
     1	경제적
     1	계속
     2	관계
     2	구성
     1	구성성분
     1	그
     1	그것
     1	그들
     1	극복
     1	극적
     1	기본적
     1	기술적
     1	기억장치
     1	나노세컨드
     1	능
     1	다이나믹
     1	당신
     1	대량
     1	대부분
     1	데
     8	데이타
     1	데이터
     2	두가지
     1	두가지의
     1	두번째
     1	드
     1	드라이브
     1	디스크
     2	때
     1	때문
     1	뜻
     3	랜덤
     3	램
     1	러한
     1	레벨2
     1	력하게
     1	로직
     1	로직게이트
     1	롬
     1	리프레쉬
     1	만일
     1	매초당
    26	메모리
     1	명령어
     1	모든것
     1	목
     2	문제
     1	문제성
     1	물론
     1	반대
     1	버스
     1	병목상태
     1	보
     1	보관
     1	부분
     1	불행
     1	비트
     2	사실
     2	사용
     1	사이클
     1	삽입
     1	상황
     1	성
     1	속도
     2	속력
     1	손실
     3	수
     1	수백개의
     1	수용량으
     1	스타틱
     3	스피드
     2	시간
     2	시스템
     1	실제
     1	싱글
     1	쓰기
     1	쓰기되
     1	약자
     1	약자이다
     7	억세스
     1	업데이트되야
     1	업데이트되야만
     1	여기
     1	여러가지
     1	예
     1	오퍼레이터
     1	외부장치
     2	요구
     2	요소
     1	요소중
     1	유닛
     2	유도
     1	유사
     1	을
     1	이
     6	이것
     1	이브
     1	이야기
     1	이유
     2	일반적
     1	일부
     1	읽을때
     1	입
     1	입력
     1	자체
     1	장소
     1	장치
     1	저
     1	전기적
     1	전자
     1	전자적
     6	전하
     1	접속
     1	정확
     1	제공
     1	제조
     1	조각
     1	종류
     1	종종
     1	주
     1	주요
     1	줄여준다
     1	첫번째
     1	체계
     1	최소
     1	최소한
     1	추출
     3	충전기
     3	측정
     4	칩
     1	카피
     3	캐퍼시터
     1	컴퓨
     2	컴퓨터
     1	케시
     1	클럭
     1	타입
     1	타입인
     1	터
     1	테스크
     1	트랜지스터
     1	특정
     1	포맷
     1	포인트
     3	포함
     4	프로세서
     1	피시
     1	필수불가결
     1	필수적
     2	필요
     1	필요로
     1	필요로하
     1	하
     2	하나
     1	한
     1	한편
     1	할
     4	형태
     2	호출
     1	혹
