     1	1577
     1	1997-99
     2	1999
     1	20
     1	21C
     1	23
     1	3
     1	3개사
     1	6
     1	AT&T
     1	All
     1	Copyright
     1	Reserved
     1	Rights
     1	VML
     1	VML이란
     1	VUI
     1	VXML
     3	개발
     1	건
     1	것
     1	계획
     1	관공서
     1	교환기
     1	국내
     1	국제표준어
     1	국제표준어로
     5	기술
     1	기술개발
     1	기업체
     1	길
     1	나
     1	날씨
     1	날씨등
     1	뉴스네이버
     1	뉴스통합검색
     2	대화
     1	되
     1	두
     2	뒤
     2	들
     3	등
     1	디지털
     1	루슨트테크놀로지스
     1	루슨트테크놀로지스사
     1	말
     1	메시지
     1	명령어
     2	모토로라
     1	목록
     1	물론
     1	미국
     1	미디어
     2	미래
     1	방식
     2	버튼
     1	변화
     1	변환
     1	본격적
     2	상용
     2	상용화
     2	상품
     3	서비스
     2	선점
     1	선진국
     1	세계시장
     1	쇼핑몰
     7	수
     1	시범
     1	시스템
     1	신기술
     1	신세
     1	신세기
     1	쓸수
     1	아래
     1	앞
     1	언어
     1	연결
     1	운영
     1	유.무선
     1	유일
     8	음성
     1	음성다이얼서비스
     1	음성명령어
     1	음성유저
     5	음성인식기술
     1	음성처리시스템
     1	음성확장
     6	이
     2	이름
     4	이용
     3	이용자
     1	인식
     5	인터넷
     1	인터페이스
     2	자동
     1	자신
     1	작동
     1	적용
     1	전자상거래
     8	전화
     3	전화기
     4	정보
     1	정보산업
     1	제품
     1	주
     1	주가
     1	주도
     1	주요
     1	차세대
     1	초보단계
     4	컴퓨터
     2	키보드
     1	통신
     1	통신망
     1	통신시장
     1	특수번호
     1	판단
     1	팩스
     1	표시언어
     1	필요
     3	하
     1	한국통신
     2	혁명
     1	홈페이지
     1	확보
     1	회사
     1	日
     1	火
