     1	02
     1	14
     1	1997-99
     2	1999
     1	20
     1	21일
     1	4038
     2	6
     1	6만6천원
     1	70~90%
     1	776
     1	All
     1	CALS협회
     1	Copyright
     1	Reserved
     1	Rights
     1	http
     1	www.kcals.or.kr
     1	경우
     1	과
     1	교육
     1	구축
     1	내용
     1	뉴스네이버
     1	뉴스통합검색
     1	다음달
     2	등
     1	서비스
     1	쇼핑몰
     1	수
     1	수강료
     1	수강생
     1	시작
     1	시작키
     1	신청
     1	오
     1	월
     1	이해
     3	인터넷
     4	전자상거래
     1	전화
     1	접수
     1	정도
     1	정보
     1	정보과학의학
     1	정보화
     1	직원
     1	직장인
     1	추진전략
     1	통신교육
     1	통신교육서비스
     1	통한
     1	하
     1	한국CALS/EC협회
     1	한국SDS
     1	함
     1	환급
     1	활용
     1	회사
     1	月
     1	日
